"visibility","datetime","main.temp","main.feels_like","main.temp_min","main.temp_max","main.pressure","main.humidity","main.sea_level","main.grnd_level","wind.speed","wind.deg","wind.gust","clouds.all","sys.sunrise","sys.sunset","weather.main","weather.description","city_name","rain.1h"
10000.0,"2025-03-01 12:03:41+08:00",31.1,33.63,31.1,31.1,1010.0,54.0,1010.0,1001.0,1.71,48.0,4.29,28.0,"2025-03-01 05:54:06+08:00","2025-03-01 17:53:38+08:00","Clouds","scattered clouds","Tacurong",""
10000.0,"2025-03-01 12:03:43+08:00",28.05,28.89,28.05,28.05,1012.0,54.0,1012.0,984.0,5.97,63.0,8.2,93.0,"2025-03-01 06:13:07+08:00","2025-03-01 18:04:34+08:00","Clouds","overcast clouds","Tagaytay City",""
10000.0,"2025-03-01 12:03:45+08:00",31.7,36.67,30.03,32.04,1012.0,61.0,1012.0,1010.0,4.92,136.0,8.05,40.0,"2025-03-01 06:12:46+08:00","2025-03-01 18:03:45+08:00","Clouds","scattered clouds","Taguig",""
8292.0,"2025-03-01 12:03:47+08:00",26.56,26.56,26.56,26.56,1013.0,90.0,1013.0,999.0,4.24,73.0,7.85,51.0,"2025-03-01 06:05:10+08:00","2025-03-01 17:56:35+08:00","Clouds","broken clouds","Talisay",""
10000.0,"2025-03-01 12:03:49+08:00",29.97,32.58,29.97,29.97,1012.0,59.0,1012.0,990.0,3.98,51.0,6.14,85.0,"2025-03-01 06:12:14+08:00","2025-03-01 18:03:42+08:00","Clouds","overcast clouds","Tanauan",""
10000.0,"2025-03-01 12:03:51+08:00",28.86,32.25,28.86,28.86,1011.0,69.0,1011.0,1005.0,2.52,74.0,3.79,99.0,"2025-03-01 05:49:18+08:00","2025-03-01 17:46:15+08:00","Clouds","overcast clouds","Tandag",""
10000.0,"2025-03-01 12:03:53+08:00",29.94,34.2,29.94,29.94,1010.0,67.0,1010.0,1006.0,6.37,29.0,7.34,100.0,"2025-03-01 06:03:13+08:00","2025-03-01 17:58:29+08:00","Clouds","overcast clouds","Tangub",""
10000.0,"2025-03-01 12:03:55+08:00",26.01,26.01,26.01,26.01,1011.0,73.0,1011.0,993.0,2.58,54.0,4.73,100.0,"2025-03-01 06:01:42+08:00","2025-03-01 17:58:11+08:00","Clouds","overcast clouds","Tanjay",""
10000.0,"2025-03-01 12:03:57+08:00",30.4,34.06,30.4,30.4,1012.0,62.0,1012.0,1013.0,2.86,150.0,3.32,76.0,"2025-03-01 06:15:13+08:00","2025-03-01 18:05:08+08:00","Clouds","broken clouds","Tarlac City",""
10000.0,"2025-03-01 12:03:59+08:00",28.44,30.8,28.44,28.44,1013.0,65.0,1013.0,980.0,3.84,57.0,6.96,70.0,"2025-03-01 06:10:26+08:00","2025-03-01 18:01:58+08:00","Clouds","broken clouds","Tayabas",""
10000.0,"2025-03-01 12:04:01+08:00",30.0,34.33,30.0,30.0,1011.0,67.0,1011.0,1000.0,3.99,61.0,6.1,67.0,"2025-03-01 06:00:16+08:00","2025-03-01 17:55:48+08:00","Clouds","broken clouds","Toledo City",""
10000.0,"2025-03-01 12:04:03+08:00",27.32,29.31,27.32,27.32,1014.0,69.0,1014.0,1018.0,3.46,195.0,3.61,78.0,"2025-03-01 06:11:55+08:00","2025-03-01 17:59:25+08:00","Clouds","broken clouds","Tuguegarao",""
10000.0,"2025-03-01 12:04:06+08:00",34.17,34.51,34.17,34.17,1011.0,35.0,1011.0,1009.0,3.49,155.0,4.09,68.0,"2025-03-01 06:15:36+08:00","2025-03-01 18:04:58+08:00","Clouds","broken clouds","Urdaneta",""
10000.0,"2025-03-01 12:04:08+08:00",30.57,34.9,30.57,30.57,1011.0,64.0,1011.0,996.0,3.12,101.0,6.3,59.0,"2025-03-01 05:56:55+08:00","2025-03-01 17:51:39+08:00","Clouds","broken clouds","Valencia",""
10000.0,"2025-03-01 12:04:10+08:00",30.78,37.78,30.62,31.99,1012.0,73.0,1012.0,1014.0,1.85,96.0,4.09,96.0,"2025-03-01 06:13:19+08:00","2025-03-01 18:04:06+08:00","Clouds","overcast clouds","Valenzuela",""
10000.0,"2025-03-01 12:04:12+08:00",27.63,31.19,27.63,27.63,1011.0,80.0,1011.0,1000.0,6.33,55.0,8.06,100.0,"2025-03-01 06:02:46+08:00","2025-03-01 17:57:45+08:00","Clouds","overcast clouds","Victorias",""
10000.0,"2025-03-01 12:04:13+08:00",29.96,36.96,29.96,29.96,1013.0,94.0,1013.0,1005.0,3.99,294.0,3.36,30.0,"2025-03-01 06:17:15+08:00","2025-03-01 18:04:48+08:00","Clouds","scattered clouds","Vigan",""
10000.0,"2025-03-01 12:04:15+08:00",31.99,37.67,31.99,31.99,1010.0,62.0,1010.0,986.0,5.14,100.0,"",75.0,"2025-03-01 06:04:39+08:00","2025-03-01 18:03:56+08:00","Clouds","broken clouds","Zamboanga City",""
10000.0,"2025-03-01 13:00:01+08:00",30.02,31.4,30.02,30.02,1011.0,52.0,1011.0,1005.0,5.16,62.0,5.7,17.0,"2025-03-01 06:18:04+08:00","2025-03-01 18:07:13+08:00","Clouds","few clouds","Alaminos",""
10000.0,"2025-03-01 13:00:03+08:00",30.25,32.9,30.25,30.25,1011.0,58.0,1011.0,994.0,3.09,40.0,"",40.0,"2025-03-01 06:15:06+08:00","2025-03-01 18:05:23+08:00","Clouds","scattered clouds","Angeles City",""
10000.0,"2025-03-01 13:00:05+08:00",31.36,34.35,31.36,31.36,1012.0,55.0,1012.0,972.0,2.83,86.0,4.05,74.0,"2025-03-01 06:12:56+08:00","2025-03-01 18:02:41+08:00","Clouds","broken clouds","Antipolo",""
10000.0,"2025-03-01 13:00:08+08:00",28.12,31.93,28.12,28.12,1011.0,77.0,1011.0,1002.0,8.27,64.0,11.23,100.0,"2025-03-01 06:01:47+08:00","2025-03-01 17:55:18+08:00","Clouds","overcast clouds","Bacolod",""
10000.0,"2025-03-01 13:00:10+08:00",31.5,37.08,30.66,31.76,1011.0,64.0,1011.0,1008.0,4.84,96.0,7.1,92.0,"2025-03-01 06:13:20+08:00","2025-03-01 18:04:23+08:00","Clouds","overcast clouds","Bacoor",""
10000.0,"2025-03-01 13:00:12+08:00",29.16,33.28,29.16,29.16,1009.0,71.0,1009.0,1006.0,7.8,11.0,7.68,100.0,"2025-03-01 06:03:33+08:00","2025-03-01 17:58:56+08:00","Clouds","overcast clouds","Bago City",""
10000.0,"2025-03-01 13:00:14+08:00",26.11,26.11,26.11,26.11,1012.0,37.0,1012.0,923.0,3.06,253.0,2.32,67.0,"2025-03-01 06:15:46+08:00","2025-03-01 18:04:38+08:00","Clouds","broken clouds","Baguio",""
10000.0,"2025-03-01 13:00:16+08:00",28.94,32.78,28.94,28.94,1010.0,71.0,1010.0,991.0,3.65,51.0,5.54,100.0,"2025-03-01 06:01:53+08:00","2025-03-01 17:58:17+08:00","Clouds","overcast clouds","Bais",""
10000.0,"2025-03-01 13:00:18+08:00",29.01,31.53,29.01,29.01,1012.0,63.0,1012.0,995.0,2.7,119.0,5.08,66.0,"2025-03-01 06:15:01+08:00","2025-03-01 18:05:50+08:00","Clouds","broken clouds","Balanga",""
10000.0,"2025-03-01 13:00:20+08:00",28.88,31.61,28.88,28.88,1012.0,65.0,1012.0,1002.0,3.09,310.0,"",20.0,"2025-03-01 06:16:49+08:00","2025-03-01 18:03:48+08:00","Clouds","few clouds","Batac City",""
10000.0,"2025-03-01 13:00:22+08:00",29.64,33.32,29.64,29.64,1011.0,66.0,1011.0,1003.0,7.51,126.0,8.95,82.0,"2025-03-01 06:12:27+08:00","2025-03-01 18:04:18+08:00","Clouds","broken clouds","Batangas City",""
10000.0,"2025-03-01 13:00:23+08:00",30.07,33.81,30.07,30.07,1009.0,64.0,1009.0,991.0,2.49,58.0,5.5,99.0,"2025-03-01 06:03:03+08:00","2025-03-01 17:59:41+08:00","Clouds","overcast clouds","Bayawan",""
10000.0,"2025-03-01 13:00:24+08:00",26.36,26.36,26.36,26.36,1012.0,84.0,1012.0,1001.0,1.69,100.0,3.71,98.0,"2025-03-01 06:01:37+08:00","2025-03-01 17:53:50+08:00","Clouds","overcast clouds","Baybay",""
10000.0,"2025-03-01 13:00:26+08:00",30.32,35.07,30.32,30.32,1009.0,67.0,1009.0,988.0,2.22,128.0,4.2,75.0,"2025-03-01 05:50:51+08:00","2025-03-01 17:48:09+08:00","Clouds","broken clouds","Bayugan",""
10000.0,"2025-03-01 13:00:29+08:00",28.3,32.52,28.3,28.3,1010.0,78.0,1010.0,1007.0,4.46,115.0,6.36,29.0,"2025-03-01 05:55:03+08:00","2025-03-01 17:49:50+08:00","Clouds","scattered clouds","Bislig",""
10000.0,"2025-03-01 13:00:30+08:00",31.21,36.66,31.16,33.02,1012.0,65.0,1012.0,1000.0,3.09,0.0,"",20.0,"2025-03-01 06:12:39+08:00","2025-03-01 18:03:50+08:00","Clouds","few clouds","Biñan",""
10000.0,"2025-03-01 13:00:32+08:00",29.14,33.43,29.14,29.14,1010.0,72.0,1010.0,1006.0,3.39,71.0,4.98,44.0,"2025-03-01 05:59:09+08:00","2025-03-01 17:53:57+08:00","Clouds","scattered clouds","Bogo",""
10000.0,"2025-03-01 13:00:33+08:00",26.76,29.71,26.76,26.76,1011.0,86.0,1011.0,992.0,4.5,76.0,7.14,91.0,"2025-03-01 05:53:45+08:00","2025-03-01 17:47:57+08:00","Clouds","overcast clouds","Borongan",""
10000.0,"2025-03-01 13:00:35+08:00",30.1,35.04,30.1,30.1,1009.0,69.0,1009.0,995.0,1.82,180.0,4.43,69.0,"2025-03-01 05:51:51+08:00","2025-03-01 17:48:57+08:00","Clouds","broken clouds","Butuan",""
10000.0,"2025-03-01 13:00:36+08:00",30.26,34.45,30.26,30.26,1009.0,65.0,1009.0,986.0,2.03,271.0,2.99,80.0,"2025-03-01 05:51:59+08:00","2025-03-01 17:48:53+08:00","Clouds","broken clouds","Cabadbaran",""
10000.0,"2025-03-01 13:00:37+08:00",31.57,33.16,31.57,31.57,1011.0,48.0,1011.0,1010.0,1.11,159.0,2.44,81.0,"2025-03-01 06:13:45+08:00","2025-03-01 18:03:40+08:00","Clouds","broken clouds","Cabanatuan City",""
10000.0,"2025-03-01 13:00:40+08:00",27.89,31.97,27.89,27.89,1011.0,81.0,1011.0,999.0,5.05,73.0,7.27,82.0,"2025-03-01 06:01:58+08:00","2025-03-01 17:56:53+08:00","Clouds","broken clouds","Cadiz",""
10000.0,"2025-03-01 13:00:42+08:00",30.51,34.06,30.51,30.51,1009.0,61.0,1009.0,998.0,0.45,153.0,4.02,39.0,"2025-03-01 05:55:11+08:00","2025-03-01 17:52:47+08:00","Clouds","scattered clouds","Cagayan de Oro",""
10000.0,"2025-03-01 13:00:44+08:00",30.1,33.02,30.1,30.1,1011.0,60.0,1011.0,999.0,4.99,106.0,7.6,89.0,"2025-03-01 06:13:30+08:00","2025-03-01 18:05:08+08:00","Clouds","overcast clouds","Calaca",""
10000.0,"2025-03-01 13:00:45+08:00",29.39,32.24,29.39,31.1,1011.0,63.0,1011.0,1000.0,6.09,63.0,8.7,84.0,"2025-03-01 06:12:15+08:00","2025-03-01 18:03:35+08:00","Clouds","broken clouds","Calamba",""
10000.0,"2025-03-01 13:00:47+08:00",26.8,29.55,26.8,26.8,1012.0,83.0,1012.0,1002.0,3.62,115.0,5.77,100.0,"2025-03-01 06:11:44+08:00","2025-03-01 18:03:58+08:00","Clouds","overcast clouds","Calapan",""
10000.0,"2025-03-01 13:00:49+08:00",27.72,32.12,27.72,27.72,1011.0,85.0,1011.0,1006.0,4.08,53.0,7.79,92.0,"2025-03-01 05:57:20+08:00","2025-03-01 17:51:01+08:00","Clouds","overcast clouds","Calbayog City",""
10000.0,"2025-03-01 13:00:50+08:00",30.72,37.44,30.66,31.75,1011.0,72.0,1011.0,1014.0,5.36,205.0,12.52,89.0,"2025-03-01 06:13:17+08:00","2025-03-01 18:04:08+08:00","Clouds","overcast clouds","Caloocan City",""
10000.0,"2025-03-01 13:00:52+08:00",29.07,30.41,29.07,29.07,1012.0,55.0,1012.0,1005.0,4.07,308.0,3.04,23.0,"2025-03-01 06:16:46+08:00","2025-03-01 18:04:45+08:00","Clouds","few clouds","Candon",""
10000.0,"2025-03-01 13:00:54+08:00",28.43,30.37,28.43,28.43,1011.0,62.0,1011.0,957.0,5.07,73.0,6.55,94.0,"2025-03-01 06:02:01+08:00","2025-03-01 17:57:33+08:00","Clouds","overcast clouds","Canlaon",""
10000.0,"2025-03-01 13:00:42+08:00",28.35,31.67,28.35,28.35,1010.0,72.0,1010.0,1001.0,5.05,70.0,6.09,70.0,"2025-03-01 06:00:06+08:00","2025-03-01 17:55:56+08:00","Clouds","broken clouds","Carcar",""
10000.0,"2025-03-01 13:00:58+08:00",31.08,36.35,31.03,32.9,1012.0,65.0,1012.0,1000.0,7.63,82.0,10.33,94.0,"2025-03-01 06:12:44+08:00","2025-03-01 18:03:57+08:00","Clouds","overcast clouds","Carmona",""
10000.0,"2025-03-01 13:01:00+08:00",30.24,34.41,30.24,30.24,1010.0,65.0,1010.0,1006.0,4.82,81.0,7.21,92.0,"2025-03-01 05:56:01+08:00","2025-03-01 17:50:02+08:00","Clouds","overcast clouds","Catbalogan",""
10000.0,"2025-03-01 13:01:04+08:00",31.03,36.51,29.47,31.21,1011.0,66.0,1011.0,1012.0,3.63,98.0,5.81,89.0,"2025-03-01 06:13:23+08:00","2025-03-01 18:04:25+08:00","Clouds","overcast clouds","Cavite City",""
10000.0,"2025-03-01 13:01:06+08:00",30.81,34.94,30.81,30.81,1010.0,62.0,1010.0,996.0,5.14,40.0,"",40.0,"2025-03-01 05:59:12+08:00","2025-03-01 17:54:49+08:00","Clouds","scattered clouds","Cebu City",""
10000.0,"2025-03-01 13:01:07+08:00",30.8,37.07,29.41,31.15,1011.0,70.0,1011.0,1003.0,3.93,89.0,6.14,86.0,"2025-03-01 06:12:44+08:00","2025-03-01 18:03:36+08:00","Clouds","overcast clouds","City of Marikina",""
10000.0,"2025-03-01 13:01:09+08:00",27.96,32.0,27.96,27.96,1011.0,80.0,1011.0,1000.0,6.87,64.0,10.5,99.0,"2025-03-01 06:01:32+08:00","2025-03-01 17:54:56+08:00","Clouds","overcast clouds","City of Masbate",""
10000.0,"2025-03-01 13:01:11+08:00",27.54,30.85,27.54,27.54,1011.0,79.0,1011.0,1005.0,5.35,40.0,7.44,100.0,"2025-03-01 06:04:37+08:00","2025-03-01 17:59:19+08:00","Clouds","overcast clouds","City of Passi",""
10000.0,"2025-03-01 13:01:12+08:00",25.92,26.92,25.92,25.92,1012.0,90.0,1012.0,998.0,4.56,62.0,8.35,99.0,"2025-03-01 06:00:18+08:00","2025-03-01 17:52:59+08:00","Clouds","overcast clouds","City of Sorsogon",""
10000.0,"2025-03-01 13:01:13+08:00",31.58,34.54,31.58,31.58,1008.0,54.0,1008.0,1001.0,2.12,117.0,4.47,52.0,"2025-03-01 05:56:07+08:00","2025-03-01 17:55:04+08:00","Clouds","broken clouds","Cotabato",""
10000.0,"2025-03-01 13:01:16+08:00",29.42,31.76,29.42,29.42,1013.0,60.0,1013.0,998.0,3.44,155.0,4.47,40.0,"2025-03-01 06:12:51+08:00","2025-03-01 18:00:15+08:00","Clouds","scattered clouds","Dagupan",""
10000.0,"2025-03-01 13:01:18+08:00",31.03,38.03,31.03,31.03,1011.0,74.0,1011.0,992.0,3.37,51.0,5.34,34.0,"2025-03-01 05:58:46+08:00","2025-03-01 17:54:09+08:00","Clouds","scattered clouds","Danao",""
10000.0,"2025-03-01 13:01:20+08:00",31.03,35.42,31.03,31.03,1010.0,62.0,1010.0,1002.0,5.14,40.0,"",40.0,"2025-03-01 05:58:57+08:00","2025-03-01 17:54:37+08:00","Clouds","scattered clouds","Dapitan",""
10000.0,"2025-03-01 13:01:22+08:00",29.26,33.71,28.95,30.69,1011.0,72.0,1011.0,995.0,6.88,86.0,9.35,99.0,"2025-03-01 06:13:13+08:00","2025-03-01 18:04:25+08:00","Clouds","overcast clouds","Dasmariñas",""
10000.0,"2025-03-01 13:01:25+08:00",31.05,35.47,31.05,31.05,1009.0,62.0,1009.0,1009.0,3.6,60.0,"",75.0,"2025-03-01 05:50:34+08:00","2025-03-01 17:49:41+08:00","Clouds","broken clouds","Davao",""
10000.0,"2025-03-01 13:01:26+08:00",28.79,31.28,28.79,28.79,1009.0,64.0,1009.0,992.0,4.38,119.0,5.43,68.0,"2025-03-01 05:51:25+08:00","2025-03-01 17:50:53+08:00","Clouds","broken clouds","Digos",""
10000.0,"2025-03-01 13:01:29+08:00",28.91,33.09,28.91,28.91,1009.0,73.0,1009.0,1003.0,4.43,43.0,5.68,98.0,"2025-03-01 06:00:28+08:00","2025-03-01 17:57:57+08:00","Clouds","overcast clouds","Dipolog",""
10000.0,"2025-03-01 13:01:31+08:00",27.99,32.54,27.99,27.99,1010.0,83.0,1010.0,982.0,4.12,40.0,"",75.0,"2025-03-01 06:00:59+08:00","2025-03-01 17:57:41+08:00","Rain","light rain","Dumaguete",0.14
10000.0,"2025-03-01 13:01:33+08:00",30.54,34.12,30.54,30.54,1009.0,61.0,1009.0,1000.0,5.0,338.0,4.21,38.0,"2025-03-01 05:55:44+08:00","2025-03-01 17:53:14+08:00","Clouds","scattered clouds","El Salvador",""
10000.0,"2025-03-01 13:01:35+08:00",28.38,32.55,28.38,28.38,1010.0,77.0,1010.0,1002.0,4.78,54.0,5.93,62.0,"2025-03-01 06:01:03+08:00","2025-03-01 17:56:06+08:00","Clouds","broken clouds","Escalante",""
10000.0,"2025-03-01 13:01:37+08:00",31.64,33.49,31.64,31.64,1011.0,49.0,1011.0,1013.0,5.22,96.0,6.07,76.0,"2025-03-01 06:13:44+08:00","2025-03-01 18:03:50+08:00","Clouds","broken clouds","Gapan",""
10000.0,"2025-03-01 13:01:39+08:00",32.88,36.33,32.88,32.88,1008.0,51.0,1008.0,995.0,4.12,360.0,"",20.0,"2025-03-01 05:51:49+08:00","2025-03-01 17:51:58+08:00","Clouds","few clouds","General Santos",""
10000.0,"2025-03-01 13:01:42+08:00",29.73,34.85,29.36,31.1,1011.0,72.0,1011.0,1004.0,5.12,88.0,7.53,92.0,"2025-03-01 06:13:29+08:00","2025-03-01 18:04:37+08:00","Clouds","overcast clouds","General Trias",""
10000.0,"2025-03-01 13:01:43+08:00",31.97,36.42,31.97,31.97,1010.0,58.0,1010.0,948.0,3.08,63.0,5.17,70.0,"2025-03-01 05:53:30+08:00","2025-03-01 17:50:43+08:00","Clouds","broken clouds","Gingoog City",""
10000.0,"2025-03-01 13:01:46+08:00",30.32,34.82,30.32,30.32,1009.0,66.0,1009.0,989.0,3.64,26.0,6.31,99.0,"2025-03-01 06:03:10+08:00","2025-03-01 17:59:01+08:00","Rain","light rain","Himamaylan",0.1
10000.0,"2025-03-01 13:01:47+08:00",29.92,33.08,29.92,29.92,1012.0,62.0,1012.0,998.0,2.33,188.0,3.13,90.0,"2025-03-01 06:11:00+08:00","2025-03-01 17:59:02+08:00","Clouds","overcast clouds","Ilagan",""
10000.0,"2025-03-01 13:01:50+08:00",28.81,32.67,28.81,28.81,1009.0,72.0,1009.0,974.0,2.38,313.0,1.77,62.0,"2025-03-01 05:56:03+08:00","2025-03-01 17:53:54+08:00","Clouds","broken clouds","Iligan City",""
10000.0,"2025-03-01 13:01:52+08:00",29.22,33.02,29.22,29.22,1010.0,69.0,1010.0,1009.0,7.98,33.0,10.06,100.0,"2025-03-01 06:04:48+08:00","2025-03-01 17:59:56+08:00","Clouds","overcast clouds","Iloilo City",""
10000.0,"2025-03-01 13:01:54+08:00",30.63,36.07,29.43,31.17,1011.0,68.0,1011.0,1005.0,5.44,93.0,7.76,94.0,"2025-03-01 06:13:17+08:00","2025-03-01 18:04:22+08:00","Clouds","overcast clouds","Imus",""
10000.0,"2025-03-01 13:01:56+08:00",29.15,33.86,29.15,29.15,1012.0,74.0,1012.0,991.0,3.34,64.0,5.48,86.0,"2025-03-01 06:02:48+08:00","2025-03-01 17:55:01+08:00","Clouds","overcast clouds","Iriga City",""
10000.0,"2025-03-01 13:01:57+08:00",32.16,35.7,32.16,32.16,1009.0,54.0,1009.0,989.0,5.52,76.0,7.58,100.0,"2025-03-01 06:02:45+08:00","2025-03-01 17:58:29+08:00","Clouds","overcast clouds","Isabela",""
10000.0,"2025-03-01 13:02:01+08:00",30.1,32.24,30.1,30.1,1010.0,56.0,1010.0,952.0,1.38,206.0,1.84,65.0,"2025-03-01 05:52:37+08:00","2025-03-01 17:51:48+08:00","Clouds","broken clouds","Kidapawan",""
10000.0,"2025-03-01 13:02:02+08:00",34.02,35.21,34.02,34.02,1008.0,39.0,1008.0,975.0,1.07,322.0,3.43,44.0,"2025-03-01 05:53:19+08:00","2025-03-01 17:53:03+08:00","Clouds","scattered clouds","Koronadal",""
10000.0,"2025-03-01 13:00:07+08:00",31.14,34.89,31.14,31.14,1009.0,59.0,1009.0,1003.0,4.06,14.0,5.11,100.0,"2025-03-01 06:03:08+08:00","2025-03-01 17:58:38+08:00","Clouds","overcast clouds","La Carlota",""
10000.0,"2025-03-01 13:02:06+08:00",27.08,29.35,27.08,27.08,1010.0,74.0,1010.0,991.0,3.57,30.0,4.01,72.0,"2025-03-01 05:49:41+08:00","2025-03-01 17:49:51+08:00","Clouds","broken clouds","Lamitan",""
10000.0,"2025-03-01 13:02:08+08:00",28.95,31.74,28.95,28.95,1012.0,65.0,1012.0,1007.0,3.09,310.0,"",20.0,"2025-03-01 06:16:47+08:00","2025-03-01 18:03:37+08:00","Clouds","few clouds","Laoag",""
10000.0,"2025-03-01 13:02:10+08:00",31.02,35.4,31.02,31.02,1010.0,62.0,1010.0,999.0,5.14,40.0,"",40.0,"2025-03-01 05:58:58+08:00","2025-03-01 17:54:35+08:00","Clouds","scattered clouds","Lapu-Lapu City",""
10000.0,"2025-03-01 13:02:12+08:00",30.68,36.2,29.39,31.13,1011.0,68.0,1011.0,1008.0,7.15,114.0,8.05,93.0,"2025-03-01 06:13:06+08:00","2025-03-01 18:04:10+08:00","Clouds","overcast clouds","Las Piñas",""
10000.0,"2025-03-01 13:02:13+08:00",27.32,31.17,27.32,27.32,1012.0,86.0,1012.0,994.0,4.91,53.0,8.93,100.0,"2025-03-01 06:01:23+08:00","2025-03-01 17:53:54+08:00","Clouds","overcast clouds","Legazpi City",""
10000.0,"2025-03-01 13:02:15+08:00",29.45,33.95,29.45,29.45,1011.0,71.0,1011.0,993.0,2.64,72.0,4.59,96.0,"2025-03-01 06:02:14+08:00","2025-03-01 17:54:39+08:00","Clouds","overcast clouds","Ligao",""
10000.0,"2025-03-01 13:02:17+08:00",30.03,31.59,30.03,30.03,1011.0,53.0,1011.0,986.0,2.98,76.0,4.78,88.0,"2025-03-01 06:12:06+08:00","2025-03-01 18:03:43+08:00","Clouds","overcast clouds","Lipa City",""
10000.0,"2025-03-01 13:02:19+08:00",28.04,31.44,28.04,28.04,1010.0,75.0,1010.0,1008.0,7.15,31.0,8.89,100.0,"2025-03-01 06:04:41+08:00","2025-03-01 17:59:41+08:00","Clouds","overcast clouds","Lucena",""
7836.0,"2025-03-01 13:02:21+08:00",27.31,30.33,27.31,27.31,1011.0,79.0,1011.0,984.0,5.41,32.0,8.59,100.0,"2025-03-01 06:05:20+08:00","2025-03-01 18:00:19+08:00","Clouds","overcast clouds","Maasin",""
10000.0,"2025-03-01 13:02:22+08:00",30.21,32.83,30.21,30.21,1011.0,58.0,1011.0,994.0,3.09,40.0,"",40.0,"2025-03-01 06:15:10+08:00","2025-03-01 18:05:23+08:00","Clouds","scattered clouds","Mabalacat City",""
10000.0,"2025-03-01 13:02:24+08:00",31.07,36.05,31.04,31.08,1011.0,64.0,1011.0,1010.0,4.92,147.0,11.18,89.0,"2025-03-01 06:12:58+08:00","2025-03-01 18:03:55+08:00","Clouds","overcast clouds","Makati City",""
10000.0,"2025-03-01 13:02:26+08:00",31.11,33.21,31.11,31.11,1011.0,52.0,1011.0,987.0,5.02,277.0,2.11,14.0,"2025-03-01 06:17:57+08:00","2025-03-01 18:07:41+08:00","Clouds","few clouds","Malabon",""
10000.0,"2025-03-01 13:02:28+08:00",28.21,28.79,28.21,28.21,1010.0,51.0,1010.0,905.0,2.68,113.0,4.82,43.0,"2025-03-01 05:53:16+08:00","2025-03-01 17:51:13+08:00","Clouds","scattered clouds","Malaybalay",""
10000.0,"2025-03-01 13:02:30+08:00",31.19,34.5,31.19,31.19,1011.0,57.0,1011.0,1013.0,2.99,99.0,4.4,93.0,"2025-03-01 06:14:01+08:00","2025-03-01 18:04:38+08:00","Clouds","overcast clouds","Malolos",""
10000.0,"2025-03-01 13:02:33+08:00",31.08,37.51,31.05,31.09,1011.0,69.0,1011.0,1010.0,4.29,98.0,6.36,89.0,"2025-03-01 06:12:57+08:00","2025-03-01 18:03:52+08:00","Clouds","overcast clouds","Mandaluyong City",""
10000.0,"2025-03-01 13:02:34+08:00",30.98,35.31,30.98,30.98,1010.0,62.0,1010.0,996.0,5.14,40.0,"",40.0,"2025-03-01 05:59:03+08:00","2025-03-01 17:54:38+08:00","Clouds","scattered clouds","Mandaue City",""
10000.0,"2025-03-01 13:02:37+08:00",27.06,28.54,27.06,27.06,1009.0,65.0,1009.0,925.0,2.93,4.0,3.22,64.0,"2025-03-01 05:56:21+08:00","2025-03-01 17:54:28+08:00","Clouds","broken clouds","Marawi",""
10000.0,"2025-03-01 13:02:39+08:00",28.03,31.57,28.03,28.03,1010.0,76.0,1010.0,1000.0,5.03,91.0,7.6,88.0,"2025-03-01 05:52:34+08:00","2025-03-01 17:48:49+08:00","Clouds","overcast clouds","Mati",""
10000.0,"2025-03-01 13:02:41+08:00",31.23,38.23,31.19,33.02,1011.0,73.0,1011.0,1012.0,4.02,203.0,10.28,89.0,"2025-03-01 06:13:21+08:00","2025-03-01 18:04:06+08:00","Clouds","overcast clouds","Meycauayan",""
10000.0,"2025-03-01 13:02:42+08:00",31.36,31.71,31.36,31.36,1011.0,42.0,1011.0,1005.0,4.7,122.0,5.23,76.0,"2025-03-01 06:14:08+08:00","2025-03-01 18:03:47+08:00","Clouds","broken clouds","Muñoz",""
10000.0,"2025-03-01 13:02:45+08:00",29.29,34.21,29.29,29.29,1011.0,74.0,1011.0,1004.0,4.82,55.0,6.39,100.0,"2025-03-01 06:03:51+08:00","2025-03-01 17:55:50+08:00","Clouds","overcast clouds","Naga",""
10000.0,"2025-03-01 13:02:46+08:00",31.21,38.21,31.16,31.21,1011.0,73.0,1011.0,1015.0,4.02,203.0,10.28,89.0,"2025-03-01 06:13:21+08:00","2025-03-01 18:04:11+08:00","Clouds","overcast clouds","Navotas",""
10000.0,"2025-03-01 13:02:48+08:00",33.03,36.06,33.03,33.03,1011.0,49.0,1011.0,993.0,8.23,80.0,"",20.0,"2025-03-01 06:16:07+08:00","2025-03-01 18:06:46+08:00","Clouds","few clouds","Olongapo",""
10000.0,"2025-03-01 13:02:49+08:00",31.71,35.84,31.71,31.71,1010.0,58.0,1010.0,990.0,3.27,106.0,6.29,46.0,"2025-03-01 05:56:43+08:00","2025-03-01 17:51:34+08:00","Clouds","scattered clouds","Ormoc",""
10000.0,"2025-03-01 13:02:51+08:00",28.97,33.42,28.97,28.97,1009.0,74.0,1009.0,995.0,3.05,11.0,2.52,69.0,"2025-03-01 05:58:33+08:00","2025-03-01 17:56:09+08:00","Clouds","broken clouds","Oroquieta",""
10000.0,"2025-03-01 13:02:54+08:00",31.55,35.77,31.55,31.55,1009.0,59.0,1009.0,968.0,3.36,34.0,3.06,72.0,"2025-03-01 05:58:16+08:00","2025-03-01 17:56:13+08:00","Clouds","broken clouds","Ozamiz City",""
